# SELF-GENERATED REGRESSION DATA — NOT INDEPENDENTLY VALIDATED
# Generated by circuitRF Loadpull engine (Phase 4b-1).
# Circuit: hero3.cnl  |  f0=2.000 GHz  K=4
# Grid: 20 points  Z0=50 Ω
GridIdx; GammaRe; GammaIm; ZRe; ZIm; PavlDbm; IsTickle; Converged; Iterations; PavlW; PinDelivW; PoutW; GtDb; GpDb; BiasVLoad; BiasILoad; BiasVSrc; BiasISrc; PdcW; De; Pae; StopReason
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; 6; 0; 1; 3; 0.003981071706; 0.003538730405; 0.03562295173; 9.517299; 10.028824; 48; -0.055924595; -3.0499999; 0.060999999; 2.8704306; 0.012410316; 0.011177494; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; 7; 0; 1; 3; 0.005011872336; 0.004454997632; 0.04611383976; 9.6383129; 10.149838; 48; -0.057724882; -3.0499999; 0.060999999; 2.9568443; 0.015595627; 0.014088953; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; 8; 0; 1; 3; 0.006309573445; 0.005608509728; 0.06008485002; 9.7876498; 10.299175; 48; -0.060011157; -3.0499999; 0.060999999; 3.0665855; 0.019593404; 0.017764494; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; 9; 0; 1; 3; 0.007943282347; 0.007060695419; 0.07890322358; 9.9709475; 10.482473; 48; -0.062919267; -3.0499999; 0.060999999; 3.2061748; 0.02460977; 0.022407552; PinMax
2; -2.775557562E-17; 0.2; 46.15384615; 19.23076923; 10; 0; 1; 3; 0.01; 0.008888888888; 0.1045773058; 10.194374; 10.7059; 48; -0.066624436; -3.0499999; 0.060999999; 3.3840229; 0.03090325; 0.028276527; PinMax
3; -0.2; 2.449293598E-17; 33.33333333; 1.700898332E-15; -50; 1; 1; 3; 1E-08; 8.888888888E-09; 5.774708425E-08; 7.6153006; 8.1268258; 48; -0.04911305; -3.0499999; 0.060999999; 2.5434764; 2.2703998E-08; 1.9209219E-08; PinMax
3; -0.2; 2.449293598E-17; 33.33333333; 1.700898332E-15; -20; 0; 1; 3; 1E-05; 8.888888888E-06; 5.776357772E-05; 7.6165408; 8.1280661; 48; -0.049129842; -3.0499999; 0.060999999; 2.5442824; 2.2703289E-05; 1.9209616E-05; PinMax
3; -0.2; 2.449293598E-17; 33.33333333; 1.700898332E-15; -19; 0; 1; 2; 1.258925412E-05; 1.11904481E-05; 7.272508356E-05; 7.6168423; 8.1283675; 48; -0.049134195; -3.0499999; 0.060999999; 2.5444913; 2.8581384E-05; 2.4183472E-05; PinMax
3; -0.2; 2.449293598E-17; 33.33333333; 1.700898332E-15; -18; 0; 1; 2; 1.584893192E-05; 1.408793949E-05; 9.156400888E-05; 7.617248; 8.1287732; 48; -0.049139674; -3.0499999; 0.060999999; 2.5447543; 3.5981473E-05; 3.0445402E-05; PinMax
3; -0.2; 2.449293598E-17; 33.33333333; 1.700898332E-15; -17; 0; 1; 2; 1.995262315E-05; 1.773566502E-05; 0.000115285814; 7.6177587; 8.1292839; 48; -0.049146573; -3.0499999; 0.060999999; 2.5450855; 4.5297423E-05; 3.832883E-05; PinMax
